Player,Position,Minutes,Impact,Fatigue_Score,Predicted Impact,Sub_Recommendation
Unai García,DF,558.0,0.0035842293906810036,0.8387096774193549,0.01234307441524794,Monitor
Alejandro Garnacho,FW,2565.0,0.022222222222222223,1.2070175438596493,0.01167085670319948,Sub Early
James Garner,MF,3006.0,0.015635395874916833,0.7874251497005988,0.011523149672300939,Sub Early
Luca Garritano,"MF,DF",486.00000000000006,0.008230452674897118,0.9629629629629628,0.012367189848864028,Monitor
Yarek Gasiorowski,DF,737.9999999999999,0.0,0.8170731707317076,0.01228278583120772,Sub Early
Johan Gastien,MF,2259.0,0.01416555998229305,0.8884462151394421,0.011773347296067854,Sub Early
Federico Gatti,DF,2637.0,0.005309063329541145,0.7747440273037542,0.011646741269583392,Sub Early
Federico Gattoni,"DF,FW",9.0,0.0,6.0,0.012526954596570612,Monitor
Gavi,"MF,FW",945.0,0.013756613756613757,1.704761904761905,0.012213453959561466,Sub Early
Paulo Gazzaniga,GK,3420.0,0.0008771929824561404,0.031578947368421054,0.011384485929008432,Monitor
Yann Gboho,"MF,FW",1197.0,0.01921470342522974,1.3909774436090223,0.012129049941905157,Sub Early
Dennis Geiger,MF,62.99999999999999,0.015873015873015876,1.7142857142857146,0.012508868021358546,Monitor
Gelabert,"MF,FW",756.0,0.023809523809523808,1.4761904761904763,0.012276756972803697,Sub Early
Francesco Gelli,"MF,DF",1557.0,0.01605651894669236,1.0809248554913296,0.012008472773824715,Sub Early
Luca Gemello,GK,180.0,0.0,0.0,0.012469680441732403,Monitor
Valentin Gendrey,DF,3041.9999999999995,0.00953320184089415,0.7189349112426037,0.011511091955492896,Sub Early
Denis Genreau,"MF,FW",468.0,0.01282051282051282,1.3653846153846154,0.01237321870726805,Monitor
Yannick Gerhardt,"MF,DF",1629.0000000000002,0.010435850214855739,0.6408839779005523,0.011984357340208626,Sub Early
Anwar El Ghazi,"MF,DF",54.0,0.05555555555555555,2.5,0.012511882450560558,Monitor
Farés Ghedjemis,"FW,MF",180.0,0.011111111111111112,1.4000000000000001,0.012469680441732403,Monitor
Saman Ghoddos,DF,737.9999999999999,0.013550135501355016,1.0853658536585369,0.01228278583120772,Sub Early
Lautaro Gianetti,DF,630.0,0.0031746031746031746,0.6142857142857142,0.012318958981631852,Sub Early
Morgan Gibbs-White,"MF,FW",3159.0,0.028173472617917063,1.2564102564102566,0.011471904375866752,Sub Early
Samuel Gigot,DF,1728.0,0.005787037037037037,0.59375,0.011951198618986506,Monitor
Bryan Gil,"FW,MF",206.99999999999997,0.019323671497584544,1.8260869565217395,0.01246063715412637,Monitor
David Gil,GK,368.99999999999994,0.0,0.048780487804878064,0.012406377428490172,Monitor
Mario Gila,DF,1809.0000000000002,0.003869541182974018,0.5771144278606964,0.011924068756168407,Monitor
Alfie Gilchrist,DF,206.99999999999997,0.004830917874396136,0.9565217391304349,0.01246063715412637,Monitor
Ryan Giles,"DF,MF",503.99999999999994,0.009920634920634922,0.6071428571428572,0.012361160990460005,Monitor
Billy Gilmour,MF,2124.0,0.010828625235404897,0.826271186440678,0.011818563734098021,Sub Early
Benedikt Gimber,DF,2025.0,0.0024691358024691358,0.8444444444444446,0.011851722455320141,Sub Early
Gvidas Gineitis,MF,540.0,0.014814814814814815,0.7833333333333333,0.012349103273651962,Monitor
Matthias Ginter,DF,1917.0,0.0036515388628064684,0.2910798122065728,0.011887895605744275,Monitor
Olivier Giroud,FW,2367.0,0.02323616392057457,1.2623574144486693,0.011737174145643722,Sub Early
Jamie Gittens,"FW,MF",1062.0,0.021657250470809793,1.5084745762711864,0.012174266379935322,Sub Early
Klaus Gjasula,"DF,MF",1359.0,0.004415011037527594,0.7417218543046358,0.012074790216268958,Sub Early
Serge Gnabry,"FW,MF",432.0,0.03009259259259259,1.2916666666666665,0.012385276424076094,Monitor
Ben Godfrey,DF,1116.0,0.002688172043010753,0.5483870967741935,0.012156179804723256,Monitor
Edoardo Goldaniga,DF,1007.9999999999999,0.003968253968253969,0.6785714285714286,0.012192352955147388,Sub Early
Pierluigi Gollini,GK,630.0,0.0,0.0,0.012318958981631852,Monitor
Aleksandr Golovin,"MF,FW",2151.0,0.02882380288238029,1.0878661087866108,0.011809520446491988,Sub Early
André Gomes,"MF,FW",503.99999999999994,0.009920634920634922,1.625,0.012361160990460005,Monitor
Angel Gomes,MF,2574.0,0.021756021756021756,0.7237762237762239,0.011667842273997468,Sub Early
João Gomes,MF,2646.0,0.008692365835222978,1.3197278911564627,0.011643726840381381,Sub Early
Toti Gomes,DF,2772.0,0.0036075036075036075,0.6363636363636362,0.011601524831553226,Sub Early
Joe Gomez,DF,1782.0,0.012906846240179574,0.9797979797979799,0.01193311204377444,Sub Early
Maxi Gómez,FW,1161.0,0.007751937984496124,1.5193798449612403,0.0121411076587132,Sub Early
Moi Gómez,"MF,FW",2007.0,0.013452914798206279,0.7937219730941704,0.011857751313724164,Sub Early
Papu Gómez,"MF,FW",45.0,0.022222222222222223,0.0,0.01251489687976257,Monitor
Sergio Gómez,"FW,MF",54.0,0.037037037037037035,0.9999999999999999,0.012511882450560558,Monitor
Unai Gómez,MF,872.9999999999999,0.016036655211912946,0.9381443298969073,0.012237569393177553,Sub Early
Iron Gomis,MF,135.0,0.022222222222222223,1.2000000000000002,0.012484752587742459,Monitor
Maxime Gonalons,MF,1296.0,0.006172839506172839,1.1388888888888888,0.012095891220683035,Sub Early
Édgar González,"DF,MF",2520.0,0.0035714285714285713,0.5642857142857143,0.011685928849209534,Monitor
Fabio González,MF,125.99999999999999,0.0,0.3571428571428572,0.012487767016944469,Monitor
Giovanni González,DF,2466.0,0.00932684509326845,0.6934306569343065,0.011704015424421602,Sub Early
Hugo González,"MF,FW",90.0,0.05555555555555555,2.9,0.012499824733752513,Monitor
Iñaki González,MF,9.0,0.0,0.0,0.012526954596570612,Monitor
Joan Gonzàlez,MF,1287.0,0.01320901320901321,1.125874125874126,0.012098905649885047,Sub Early
Nicolás González,FW,1917.0,0.018779342723004695,1.0938967136150235,0.011887895605744275,Sub Early
Peter González,"MF,FW",648.0,0.010802469135802469,1.8749999999999998,0.01231293012322783,Sub Early
Urko González,MF,153.0,0.0,0.7647058823529412,0.012478723729338436,Monitor
Anthony Gordon,FW,2889.0,0.02699896157840083,1.3052959501557635,0.011562337251927082,Sub Early
Leon Goretzka,MF,2241.0,0.020080321285140562,0.5261044176706827,0.011779376154471877,Monitor
Mathieu Gorgelin,GK,90.0,0.0,0.2,0.012499824733752513,Monitor
Andoni Gorosabel,DF,2853.0,0.005608131791097091,0.7539432176656151,0.011574394968735127,Sub Early
Robin Gosens,"DF,MF",2286.0,0.01837270341207349,0.8740157480314961,0.011764304008461821,Sub Early
Mario Götze,MF,2070.0,0.01932367149758454,0.8217391304347825,0.011836650309310087,Sub Early
Amine Gouiri,"FW,MF",2070.0,0.01497584541062802,1.0826086956521739,0.011836650309310087,Sub Early
Jeffrey Gouweleeuw,DF,2592.0,0.006172839506172839,0.4618055555555555,0.011661813415593447,Monitor
Pablo Gozalbez,"MF,FW",99.00000000000001,0.0,1.6363636363636362,0.012496810304550502,Monitor
Jonathan Gradit,DF,2115.0,0.0028368794326241137,0.6638297872340426,0.01182157816330003,Sub Early
Jens Grahl,GK,180.0,0.011111111111111112,0.0,0.012469680441732403,Monitor
Samuel Grandsir,"MF,FW",603.0,0.026533996683250415,1.671641791044776,0.012328002269237885,Sub Early
Alberto Grassi,MF,1809.0000000000002,0.003869541182974018,0.6517412935323382,0.011924068756168407,Sub Early
Ryan Gravenberch,MF,1125.0,0.015111111111111112,1.9520000000000002,0.012153165375521245,Sub Early
Ryan Gravenberch,FW,9.0,0.2222222222222222,5.0,0.012526954596570612,Monitor
Adrian Grbić,FW,27.0,0.0,1.3333333333333333,0.01252092573816659,Monitor
Ivo Grbić,GK,774.0,0.0,0.023255813953488372,0.012270728114399675,Monitor
Jack Grealish,"FW,MF",1007.9999999999999,0.029761904761904764,0.9464285714285716,0.012192352955147388,Sub Early
Mason Greenwood,"MF,FW",2664.0,0.01876876876876877,1.2905405405405406,0.01163769798197736,Sub Early
Michael Gregoritsch,FW,1683.0,0.015448603683897801,1.0481283422459895,0.01196627076499656,Sub Early
Dominik Greif,GK,90.0,0.0,0.0,0.012499824733752513,Monitor
Antoine Griezmann,"FW,MF",2646.0,0.02456538170823885,0.7414965986394559,0.011643726840381381,Sub Early
Vincenzo Grifo,"MF,FW",2322.0,0.031007751937984496,0.748062015503876,0.011752246291653778,Sub Early
Florian Grillitsch,"DF,MF",2295.0,0.011328976034858388,0.5686274509803921,0.011761289579259811,Monitor
Álex Grimaldo,DF,2781.0,0.03631787126932758,0.7896440129449839,0.011598510402351216,Sub Early
Christian Groß,"DF,MF",801.0,0.011235955056179775,0.9775280898876404,0.012261684826793642,Sub Early
Pascal Groß,"MF,DF",3114.0,0.03757225433526012,0.6387283236994219,0.011486976521876807,Sub Early
Brajan Gruda,"MF,FW",1638.0,0.030525030525030524,2.0549450549450547,0.011981342911006616,Sub Early
Vicente Guaita,GK,2403.0,0.0,0.05617977528089888,0.011725116428835678,Monitor
Andrés Guardado,MF,450.0,0.011111111111111112,1.4000000000000001,0.012379247565672073,Monitor
Sergi Guardiola,"FW,MF",495.0,0.012121212121212121,1.8909090909090909,0.012364175419662017,Monitor
Nemanja Gudelj,"DF,MF",1745.9999999999998,0.005154639175257733,0.7216494845360825,0.011945169760582484,Sub Early
Gabriel Gudmundsson,"DF,FW",1269.0,0.01103230890464933,1.1843971631205674,0.012104934508289068,Sub Early
Gonçalo Guedes,"FW,MF",954.0,0.025157232704402517,1.386792452830189,0.012210439530359454,Sub Early
Axel Gueguin,"DF,FW",135.0,0.007407407407407408,0.8,0.012484752587742459,Monitor
Marc Guéhi,DF,2025.0,0.003950617283950617,0.36444444444444446,0.011851722455320141,Monitor
Mattéo Guendouzi,MF,2367.0,0.011829319814110688,0.7034220532319392,0.011737174145643722,Sub Early
Mattéo Guendouzi,MF,18.0,0.0,0.0,0.012523940167368602,Monitor
Javier Guerra,MF,2502.0,0.006794564348521183,1.1762589928057554,0.011691957707613557,Sub Early
Raphaël Guerreiro,"DF,MF",1188.0,0.021885521885521887,0.4015151515151515,0.012132064371107167,Monitor
Axel Guessand,DF,45.0,0.0,2.4000000000000004,0.01251489687976257,Monitor
Evann Guessand,FW,1557.0,0.01348747591522158,2.46242774566474,0.012008472773824715,Sub Early
Ander Guevara,MF,2934.0,0.007498295841854124,0.8404907975460123,0.011547265105917028,Sub Early
Pape Gueye,"MF,DF",765.0,0.006535947712418301,1.2705882352941178,0.012273742543601687,Sub Early
Josuha Guilavogui,DF,405.0,0.0049382716049382715,0.9999999999999999,0.012394319711682127,Monitor
Morgan Guilavogui,"FW,MF",567.0,0.02821869488536155,2.1587301587301586,0.01234005998604593,Monitor
Frederic Guilbert,"DF,MF",2493.0,0.010028078620136383,0.776173285198556,0.011694972136815569,Sub Early
Hugo Guillamón,MF,1314.0,0.0076103500761035,1.0547945205479452,0.012089862362279014,Sub Early
Bruno Guimarães,MF,3266.9999999999995,0.023569023569023573,1.134986225895317,0.01143573122544262,Sub Early
Serhou Guirassy,FW,2205.0,0.0380952380952381,1.379591836734694,0.011791433871279922,Sub Early
Marc Guiu,"FW,MF",72.0,0.027777777777777776,2.125,0.012505853592156536,Monitor
Péter Gulácsi,GK,1170.0,0.0,0.0,0.01213809322951119,Monitor
Manuel Gulde,DF,2043.0,0.0019579050416054823,0.5022026431718062,0.01184569359691612,Monitor
Arda Güler,"FW,MF",378.0,0.021164021164021163,1.5,0.01240336299928816,Monitor
Gerard Gumbau,MF,2673.0,0.01646090534979424,0.9494949494949494,0.011634683552775348,Sub Early
Robert Gumny,DF,477.0,0.0041928721174004195,1.566037735849057,0.01237020427806604,Monitor
İlkay Gündoğan,MF,2996.9999999999995,0.03703703703703704,0.6216216216216217,0.01152616410150295,Sub Early
Christian Günter,DF,1062.0,0.01977401129943503,0.5932203389830508,0.012174266379935322,Monitor
Jon Guridi,MF,2682.0,0.0145413870246085,0.7080536912751678,0.011631669123573336,Sub Early
Gorka Guruzeta,FW,2214.0,0.02077687443541102,1.573170731707317,0.01178841944207791,Sub Early
Malo Gusto,DF,1755.0,0.021652421652421653,1.0717948717948718,0.011942155331380473,Sub Early
Miguel Gutiérrez,DF,3033.0000000000005,0.01681503461918892,0.9406528189910979,0.011514106384694906,Sub Early
Albert Guðmundsson,"FW,MF",3015.0,0.03283582089552239,1.337313432835821,0.011520135243098929,Sub Early
Joško Gvardiol,DF,2331.0,0.009867009867009866,0.6100386100386099,0.011749231862451767,Sub Early
Emmanuel Gyasi,"DF,FW",1880.9999999999998,0.006911217437533227,1.1291866028708135,0.011899953322552318,Sub Early
Norbert Gyömbér,DF,1764.0000000000002,0.0028344671201814054,0.9234693877551019,0.011939140902178461,Sub Early
Erling Haaland,FW,2556.0,0.023865414710485134,0.7746478873239436,0.011673871132401491,Sub Early
Nicolas Haas,MF,90.0,0.0,0.8999999999999999,0.012499824733752513,Monitor
Janik Haberer,"MF,DF",1224.0,0.00980392156862745,1.088235294117647,0.012120006654299124,Sub Early
Robin Hack,"FW,MF",1350.0,0.027407407407407408,1.6733333333333336,0.01207780464547097,Sub Early
Antwoine Hackford,FW,9.0,0.0,4.0,0.012526954596570612,Monitor
Munir El Haddadi,FW,2448.0,0.01184640522875817,1.1617647058823528,0.011710044282825623,Sub Early
Jaouen Hadjam,DF,108.0,0.037037037037037035,2.333333333333333,0.012493795875348492,Monitor
Ianis Hagi,"MF,FW",801.0,0.03245942571785269,1.0898876404494382,0.012261684826793642,Sub Early
Amadou Haidara,MF,1530.0,0.013071895424836602,0.5882352941176471,0.012017516061430748,Monitor
Massadio Haïdara,DF,737.9999999999999,0.002710027100271003,0.7195121951219514,0.01228278583120772,Sub Early
Oualid El Hajjam,"DF,MF",396.00000000000006,0.017676767676767673,1.659090909090909,0.012397334140884139,Monitor
Achraf Hakimi,DF,1935.0,0.026873385012919897,0.9488372093023257,0.011881866747340252,Sub Early
Lewis Hall,DF,782.9999999999999,0.005108556832694764,0.6321839080459771,0.012267713685197664,Sub Early
Sébastien Haller,FW,396.00000000000006,0.01515151515151515,1.5454545454545454,0.012397334140884139,Monitor
Gustavo Hamer,MF,2906.9999999999995,0.02751977984176127,0.9783281733746132,0.011556308393523061,Sub Early
Andreas Hanche-Olsen,DF,990.0,0.00202020202020202,0.5909090909090909,0.01219838181355141,Monitor
Isak Hansen-Aarøen,MF,27.0,0.037037037037037035,2.9999999999999996,0.01252092573816659,Monitor
Ridgeciano Haps,DF,774.0,0.00516795865633075,0.7093023255813954,0.012270728114399675,Sub Early
Genki Haraguchi,MF,27.0,0.0,1.9999999999999998,0.01252092573816659,Monitor
Amine Harit,"MF,FW",1818.0,0.0231023102310231,1.1831683168316833,0.011921054326966395,Sub Early
Luke Harris,MF,72.0,0.0,0.75,0.012505853592156536,Monitor
Jack Harrison,"MF,FW",2214.0,0.015356820234869015,1.3577235772357723,0.01178841944207791,Sub Early
Abdou Harroui,"MF,FW",1017.0000000000001,0.021632251720747293,1.504424778761062,0.012189338525945377,Sub Early
Makoto Hasebe,"DF,MF",216.0,0.0,0.75,0.012457622724924358,Monitor
Daiki Hashioka,DF,594.0,0.005050505050505051,0.9393939393939394,0.012331016698439896,Monitor
Hans Hateboer,DF,1116.0,0.02060931899641577,0.7258064516129032,0.012156179804723256,Sub Early
Pantelis Hatzidiakos,DF,855.0,0.0011695906432748538,0.4947368421052632,0.012243598251581576,Monitor
Kai Havertz,"MF,FW",2637.0,0.02502844141069397,1.3139931740614335,0.011646741269583392,Sub Early
Thorgan Hazard,DF,9.0,0.0,0.0,0.012526954596570612,Monitor
Jan Paul van Hecke,DF,2367.0,0.004224757076468103,0.43346007604562736,0.011737174145643722,Monitor
Hwang Hee-chan,"FW,MF",2115.0,0.015130023640661938,1.3829787234042554,0.01182157816330003,Sub Early
Silvan Hefti,"MF,DF",117.0,0.0,0.7692307692307693,0.01249078144614648,Monitor
Silvan Hefti,"DF,FW",711.0,0.005625879043600563,0.4683544303797468,0.012291829118813753,Monitor
Dominique Heintz,DF,567.0,0.012345679012345678,0.7142857142857142,0.01234005998604593,Monitor
Dean Henderson,GK,1620.0,0.0,0.044444444444444446,0.011987371769410638,Monitor
Liam Henderson,MF,9.0,0.0,0.0,0.012526954596570612,Monitor
Benjamin Henrichs,DF,2529.0,0.01818900751285093,0.7793594306049824,0.011682914420007524,Sub Early
Henrique,DF,603.0,0.009950248756218905,0.6119402985074627,0.012328002269237885,Sub Early
Luis Henrique,"FW,DF",782.9999999999999,0.014048531289910602,0.7701149425287357,0.012267713685197664,Sub Early
Luiz Henrique,FW,612.0,0.02287581699346405,1.102941176470588,0.012324987840035873,Sub Early
Matheus Henrique,MF,2502.0,0.01598721023181455,0.8633093525179855,0.011691957707613557,Sub Early
Rico Henry,DF,405.0,0.012345679012345678,1.0222222222222224,0.012394319711682127,Monitor
Thomas Henry,FW,333.0,0.015015015015015015,2.7837837837837838,0.012418435145298216,Monitor
Christophe Hérelle,DF,1620.0,0.0006172839506172839,0.4833333333333333,0.011987371769410638,Monitor
Mario Hermoso,DF,2556.0,0.007042253521126761,0.6971830985915494,0.011673871132401491,Sub Early
Javi Hernández,DF,2511.0,0.013938669852648347,0.9856630824372761,0.011688943278411546,Sub Early
Aridane Hernández,DF,1692.0,0.0017730496453900709,0.3776595744680851,0.01196325633579455,Monitor
Lucas Hernández,DF,1908.0,0.007337526205450734,0.6839622641509435,0.011890910034946285,Sub Early
Luis Hernández,DF,720.0,0.009722222222222222,0.4,0.012288814689611741,Monitor
Theo Hernández,DF,2790.0,0.01899641577060932,0.8290322580645161,0.011595495973149204,Sub Early
Jorge Herrando,DF,1647.0,0.0018214936247723133,0.5573770491803279,0.011978328481804605,Monitor
Ander Herrera,MF,1026.0,0.014619883040935672,0.8333333333333333,0.012186324096743367,Sub Early
Cristian Herrera,"FW,MF",162.0,0.012345679012345678,2.388888888888889,0.012475709300136426,Monitor
Sergio Herrera,GK,2871.0,0.00034831069313827936,0.03761755485893418,0.011568366110331105,Monitor
Yangel Herrera,MF,2106.0,0.010921177587844255,1.7307692307692308,0.011824592592502042,Sub Early
Patrick Herrmann,"FW,DF",90.0,0.03333333333333333,1.4999999999999998,0.012499824733752513,Monitor
Juan Herzog,DF,288.0,0.006944444444444444,0.28125,0.01243350729130827,Monitor
Son Heung-min,FW,2934.0,0.03237900477164281,0.7914110429447854,0.011547265105917028,Sub Early
Aaron Hickey,DF,711.0,0.0014064697609001407,1.2151898734177216,0.012291829118813753,Sub Early
Isak Hien,DF,864.0,0.0,0.6666666666666666,0.012240583822379565,Sub Early
Isak Hien,DF,936.0,0.002136752136752137,0.8076923076923077,0.012216468388763477,Sub Early
James Hill,DF,72.0,0.0,0.875,0.012505853592156536,Monitor
Piero Hincapié,DF,1485.0,0.006060606060606061,0.5818181818181819,0.012032588207440804,Monitor
Jack Hinshelwood,DF,872.9999999999999,0.012600229095074458,0.7319587628865981,0.012237569393177553,Sub Early
Adam Hložek,"MF,FW",458.99999999999994,0.03050108932461874,1.2941176470588238,0.012376233136470061,Monitor
Nicolas Höfler,MF,2331.0,0.004719004719004719,0.7104247104247104,0.011749231862451767,Sub Early
Jonas Hofmann,MF,2205.0,0.04081632653061224,0.7510204081632652,0.011791433871279922,Sub Early
Philipp Hofmann,FW,1575.0,0.015873015873015872,1.3371428571428572,0.012002443915420694,Sub Early
Lucas Höler,"FW,MF",2304.0,0.017795138888888888,1.26953125,0.0117582751500578,Sub Early
Mason Holgate,DF,711.0,0.0014064697609001407,0.5949367088607594,0.012291829118813753,Monitor
Fabian Holland,"MF,DF",1835.9999999999998,0.010348583877995645,0.9754901960784316,0.011915025468562374,Sub Early
Benedict Hollerbach,"FW,MF",1278.0,0.01486697965571205,2.5,0.012101920079087057,Sub Early
Emil Holm,DF,945.0,0.006349206349206349,1.8285714285714287,0.012213453959561466,Sub Early
Gerrit Holtmann,"MF,FW",396.00000000000006,0.012626262626262624,1.9545454545454544,0.012397334140884139,Monitor
Martin Hongla,MF,1080.0,0.008333333333333333,0.41666666666666674,0.0121682375215313,Monitor
Martin Hongla,"MF,DF",558.0,0.0,0.8548387096774194,0.01234307441524794,Monitor
Franck Honorat,"DF,FW",2349.0,0.04299702000851426,0.5095785440613027,0.011743203004047745,Monitor
Mathias Honsak,"FW,MF",1017.0000000000001,0.013765978367748278,2.1946902654867255,0.012189338525945377,Sub Early
Sydney van Hooijdonk,FW,216.0,0.009259259259259259,1.4166666666666665,0.012457622724924358,Monitor
Fraser Hornby,"FW,MF",216.0,0.018518518518518517,1.3749999999999998,0.012457622724924358,Monitor
Lukáš Hrádecký,GK,2970.0,0.0,0.024242424242424246,0.011535207389108983,Monitor
Xabier Huarte Armendáriz,MF,9.0,0.0,0.0,0.012526954596570612,Monitor
Timo Hübers,DF,2781.0,0.002157497303128371,0.6084142394822007,0.011598510402351216,Sub Early
Callum Hudson-Odoi,"FW,MF",1854.0000000000002,0.02427184466019417,0.8640776699029127,0.01190899661015835,Sub Early
Will Hughes,MF,1890.0,0.01164021164021164,1.0333333333333334,0.011896938893350308,Sub Early
Dean Huijsen,DF,513.0,0.005847953216374269,0.8771929824561403,0.012358146561257995,Monitor
Dean Huijsen,DF,9.0,0.0,0.0,0.012526954596570612,Monitor
Mats Hummels,DF,1584.0000000000002,0.007575757575757575,0.41477272727272724,0.011999429486218682,Monitor
Denis Huseinbasic,MF,1629.0000000000002,0.011663597298956413,0.9392265193370164,0.011984357340208626,Sub Early
Elseid Hysaj,DF,1197.0,0.007518796992481203,0.706766917293233,0.012129049941905157,Sub Early
Pierre Højbjerg,MF,1314.0,0.00684931506849315,1.0136986301369864,0.012089862362279014,Sub Early
Rasmus Højlund,FW,2160.0,0.018518518518518517,1.0999999999999999,0.011806506017289976,Sub Early
Iago,DF,1620.0,0.011728395061728396,0.8111111111111111,0.011987371769410638,Sub Early
Pablo Ibáñez,MF,1152.0,0.013020833333333334,1.28125,0.012144122087915212,Sub Early
Arijon Ibrahimović,"FW,DF",477.0,0.020964360587002098,1.490566037735849,0.01237020427806604,Monitor
Iglesias,"DF,FW",1413.0,0.009200283085633405,0.6114649681528662,0.012056703641056892,Sub Early
Borja Iglesias,FW,405.0,0.02962962962962963,1.8888888888888886,0.012394319711682127,Monitor
Borja Iglesias,FW,251.99999999999997,0.011904761904761906,0.9285714285714287,0.012445565008116315,Monitor
Igor,DF,1638.0,0.004273504273504274,0.5879120879120878,0.011981342911006616,Monitor
Jonathan Ikone,FW,1683.0,0.0112893642305407,0.9090909090909092,0.01196627076499656,Sub Early
Chukwubuikem Ikwuemesi,FW,1062.0,0.009416195856873822,2.686440677966101,0.012174266379935322,Sub Early
Andrej Ilic,FW,9.0,0.0,3.0,0.012526954596570612,Monitor
Ivan Ilić,MF,2097.0,0.02479732951835956,0.8669527896995707,0.011827607021704054,Sub Early
Samuel Iling-Junior,"DF,MF",810.0,0.027160493827160494,1.2777777777777777,0.01225867039759163,Sub Early
Imanol,DF,522.0,0.0038314176245210726,0.6724137931034483,0.012355132132055984,Monitor
Ciro Immobile,FW,1655.9999999999998,0.015096618357487926,1.5760869565217395,0.011975314052602593,Sub Early
Gino Infantino,MF,99.00000000000001,0.0101010101010101,1.6363636363636365,0.012496810304550502,Monitor
Danny Ings,FW,405.0,0.014814814814814815,1.1111111111111112,0.012394319711682127,Monitor
Bonke Innocent,MF,206.99999999999997,0.009661835748792272,1.0869565217391306,0.01246063715412637,Monitor
Tim Iroegbunam,MF,162.0,0.0,1.9444444444444444,0.012475709300136426,Monitor
Alexander Isak,FW,2259.0,0.02213368747233289,0.9561752988047809,0.011773347296067854,Sub Early
Gustav Isaksen,FW,1071.0,0.021475256769374416,1.7563025210084031,0.01217125195073331,Sub Early
Isco,MF,2322.0,0.040482342807924204,1.6627906976744187,0.011752246291653778,Sub Early
Thomas Isherwood,DF,639.0,0.001564945226917058,0.5352112676056338,0.01231594455242984,Monitor
Ismaily,DF,2466.0,0.004866180048661801,0.6386861313868614,0.011704015424421602,Sub Early
Ardian Ismajli,DF,2043.0,0.0019579050416054823,0.43171806167400884,0.01184569359691612,Monitor
Yanis Issoufou,MF,9.0,0.0,3.0,0.012526954596570612,Monitor
Ko Itakura,"DF,MF",1593.0,0.005021971123666039,0.7344632768361581,0.01199641505701667,Sub Early
Hiroki Ito,DF,2232.0,0.009408602150537635,0.4233870967741935,0.011782390583673887,Monitor
Junya Ito,"FW,MF",2718.0,0.033112582781456956,1.1456953642384107,0.011619611406765292,Sub Early
Diego Iturralde,DF,36.0,0.0,0.75,0.01251791130896458,Monitor
Alex Iwobi,MF,144.0,0.027777777777777776,0.75,0.012481738158540447,Monitor
Alex Iwobi,"FW,MF",2196.0,0.025500910746812388,0.9836065573770492,0.011794448300481932,Sub Early
Armando Izzo,DF,1647.0,0.004250151791135397,0.8415300546448088,0.011978328481804605,Sub Early
Nicolas Jackson,FW,2799.0,0.020364415862808145,1.4533762057877815,0.011592481543947193,Sub Early
Jérémy Jacquet,MF,9.0,0.0,0.0,0.012526954596570612,Monitor
Jérémy Jacquet,DF,251.99999999999997,0.011904761904761906,0.3928571428571429,0.012445565008116315,Monitor
Lee Jae-sung,"MF,FW",2115.0,0.01938534278959811,1.0085106382978726,0.01182157816330003,Sub Early
Paul Jaeckel,DF,234.0,0.008547008547008548,0.15384615384615385,0.012451593866520337,Monitor
Filip Jagiełło,MF,36.0,0.0,0.0,0.01251791130896458,Monitor
Kristijan Jakić,MF,1053.0,0.00949667616334283,0.8034188034188035,0.012177280809137334,Sub Early
Kristijan Jakić,"MF,FW",198.00000000000003,0.00505050505050505,0.9545454545454545,0.012463651583328381,Monitor
Ismail Jakobs,DF,1467.0,0.013633265167007498,1.1717791411042946,0.012038617065844826,Sub Early
Ablie Jallow,"MF,FW",917.9999999999999,0.01851851851851852,1.0784313725490198,0.012222497247167499,Sub Early
Reece James,DF,423.0,0.030732860520094562,0.8936170212765957,0.012388290853278106,Monitor
Vitaly Janelt,"MF,DF",3051.0,0.013438216978039987,0.6047197640117994,0.011508077526290884,Sub Early
Jakub Jankto,"MF,FW",872.9999999999999,0.010309278350515465,0.7731958762886598,0.012237569393177553,Sub Early
Tony Jantschke,"DF,MF",27.0,0.0,0.9999999999999999,0.01252092573816659,Monitor
Adnan Januzaj,"FW,MF",189.0,0.010582010582010581,2.3333333333333335,0.012466666012530393,Monitor
Mikel Jauregizar,MF,153.0,0.013071895424836602,1.647058823529412,0.012478723729338436,Monitor
Luis Javier Suárez,FW,917.9999999999999,0.014161220043572986,1.7647058823529413,0.012222497247167499,Sub Early
Danley Jean-Jacques,MF,2682.0,0.0037285607755406414,0.9328859060402684,0.011631669123573336,Sub Early
Salim El Jebari,MF,9.0,0.0,7.0,0.012526954596570612,Monitor
Daniel Jebbison,FW,18.0,0.0,2.0,0.012523940167368602,Monitor
Jeffinho,"FW,MF",306.0,0.026143790849673203,1.5294117647058825,0.01242747843290425,Monitor
Fredrik Jensen,"MF,FW",1341.0,0.028337061894108874,0.8859060402684562,0.012080819074672981,Sub Early
Mathias Jensen,MF,2205.0,0.021315192743764172,0.889795918367347,0.011791433871279922,Sub Early
Moritz Jenz,DF,1745.9999999999998,0.00286368843069874,0.6030927835051546,0.011945169760582484,Sub Early
Gabriel Jesus,FW,1475.9999999999998,0.02574525745257453,2.036585365853659,0.012035602636642814,Sub Early
Juan Jesus,DF,2115.0,0.0028368794326241137,0.5191489361702127,0.01182157816330003,Monitor
Alejandro Jiménez,DF,72.0,0.013888888888888888,1.0,0.012505853592156536,Monitor
Raúl Jiménez,FW,1395.0,0.012903225806451613,1.5096774193548388,0.012062732499460913,Sub Early
