Player,Minutes,Actual Impact,Predicted Impact
Ridle Baku,2015.9999999999998,0.014880952380952382,0.011854736884522153
Dilane Bakwa,2178.0,0.02662993572084481,0.011800477158885955
Tommaso Baldanzi,747.0000000000001,0.02008032128514056,0.012279771402005708
Tommaso Baldanzi,522.0,0.007662835249042145,0.012355132132055984
Alejandro Balde,1377.0,0.010167029774872912,0.012068761357864936
George Baldock,972.0000000000001,0.008230452674897118,0.012204410671955433
Carlos Baleba,1323.0,0.006046863189720333,0.012086847933077002
Carlos Baleba,62.99999999999999,0.0,0.012508868021358546
Leonardo Balerdi,2268.0,0.0030864197530864196,0.011770332866865844
Iván Balliu,2871.0,0.008707767328456984,0.011568366110331105
Fodé Ballo-Touré,72.0,0.0,0.012505853592156536
Folarin Balogun,1692.0,0.022458628841607566,0.01196325633579455
Jonathan Bamba,1980.0,0.021717171717171718,0.011866794601330197
Mohamed Bamba,1134.0,0.02204585537918871,0.012150150946319233
Samuel Bamba,45.0,0.022222222222222223,0.01251489687976257
Lameck Banda,1350.0,0.022222222222222223,0.01207780464547097
Daniel Bandeira,450.0,0.006666666666666667,0.012379247565672073
Mamady Bangré,99.00000000000001,0.07070707070707069,0.012496810304550502
Mattia Bani,2304.0,0.001736111111111111,0.0117582751500578
Léo Baptistão,1835.9999999999998,0.013616557734204796,0.011915025468562374
Shandon Baptiste,225.0,0.02666666666666667,0.012454608295722348
Antonín Barák,810.0,0.02345679012345679,0.01225867039759163
Valentín Barco,306.0,0.013071895424836602,0.01242747843290425
Bradley Barcola,270.0,0.014814814814814815,0.012439536149712292
Bradley Barcola,1368.0,0.029239766081871343,0.012071775787066946
Melvin Bard,2655.0,0.007909604519774011,0.01164071241117937
Nicolò Barella,2844.0,0.016526019690576654,0.011577409397937138
Kike Barja,306.0,0.016339869281045753,0.01242747843290425
Ross Barkley,2619.0,0.020236731576937762,0.011652770127987414
Aymen Barkok,324.0,0.018518518518518517,0.012421449574500226
Harvey Barnes,801.0,0.026217228464419477,0.012261684826793642
Leandro Barreiro Martins,2610.0,0.009578544061302681,0.011655784557189425
Enzo Barrenechea,2808.0,0.009259259259259259,0.011589467114745181
Ander Barrenetxea,1431.0,0.012578616352201259,0.01205067478265287
Pablo Barrios,1557.0,0.010918432883750802,0.012008472773824715
Davide Bartesaghi,81.0,0.0,0.012502839162954525
Marc Bartra,225.0,0.0,0.012454608295722348
Federico Baschirotto,3294.0,0.0009107468123861566,0.011426687937836586
Steven Baseya,9.0,0.0,0.012526954596570612
Chris Basham,324.0,0.006172839506172839,0.012421449574500226
Toma Bašić,1161.0,0.013781223083548665,0.0121411076587132
Calvin Bassey,2304.0,0.0008680555555555555,0.0117582751500578
Alessandro Bastoni,2268.0,0.01146384479717813,0.011770332866865844
Simone Bastoni,747.0000000000001,0.017402945113788485,0.012279771402005708
Augusto Batalla,1530.0,0.00065359477124183,0.012017516061430748
Daniel Batz,360.0,0.0,0.012409391857692183
Maximilian Bauer,810.0,0.0012345679012345679,0.01225867039759163
Elias Baum,27.0,0.0,0.01252092573816659
Oliver Baumann,3060.0,0.000980392156862745,0.011505063097088873
Christoph Baumgartner,1161.0,0.018949181739879414,0.0121411076587132
Bebé,216.0,0.023148148148148147,0.012457622724924358
Ihlas Bebou,1638.0,0.016483516483516484,0.011981342911006616
Mohamed Bechikh,18.0,0.0,0.012523940167368602
Adrian Beck,972.0000000000001,0.013374485596707817,0.012204410671955433
Owen Beck,9.0,0.0,0.012526954596570612
Sheraldo Becker,774.0,0.015503875968992248,0.012270728114399675
Sheraldo Becker,648.0,0.020061728395061727,0.01231293012322783
Chris Bedia,144.0,0.027777777777777776,0.012481738158540447
Donny van de Beek,360.0,0.008333333333333333,0.012409391857692183
Yanis Begraoui,297.0,0.006734006734006734,0.01243049286210626
Kevin Behrens,612.0,0.016339869281045753,0.012324987840035873
Kevin Behrens,1260.0,0.015873015873015872,0.01210794893749108
Maximilian Beier,2421.0,0.016935150764147047,0.011719087570431656
Jérémie Bela,206.99999999999997,0.014492753623188408,0.01246063715412637
Reda Belahyane,90.0,0.0,0.012499824733752513
Reda Belahyane,27.0,0.0,0.01252092573816659
Amari'i Bell,1719.0000000000002,0.004653868528214078,0.011954213048188517
Stefan Bell,666.0,0.0015015015015015015,0.012306901264823807
Alaa Bellaarouch,1350.0,0.0007407407407407407,0.01207780464547097
Raoul Bellanova,3041.9999999999995,0.019723865877712035,0.011511091955492896
Jean-Ricner Bellegarde,954.0,0.015723270440251572,0.012210439530359454
Jean-Ricner Bellegarde,270.0,0.025925925925925925,0.012439536149712292
Héctor Bellerín,1710.0,0.00935672514619883,0.011957227477390527
Jude Bellingham,2313.0,0.03156074362300043,0.011755260720855788
Jeanuël Belocian,1449.0000000000002,0.004830917874396134,0.012044645924248847
Andrea Belotti,945.0,0.008465608465608466,0.012213453959561466
Andrea Belotti,675.0,0.01925925925925926,0.012303886835621796
Fran Beltrán,2430.0,0.007407407407407408,0.011716073141229645
Lucas Beltrán,1692.0,0.01950354609929078,0.01196325633579455
Eliesse Ben Seghir,432.0,0.018518518518518517,0.012385276424076094
Anis Ben Slimane,423.0,0.0070921985815602835,0.012388290853278106
Wissam Ben Yedder,2313.0,0.023778642455685256,0.011755260720855788
Carlos Benavídez,1134.0,0.008818342151675485,0.012150150946319233
Ismaël Bennacer,1152.0,0.018229166666666668,0.012144122087915212
Saïd Benrahma,621.0,0.01932367149758454,0.012321973410833863
Saïd Benrahma,774.0,0.037467700258397935,0.012270728114399675
Ramy Bensebaini,1035.0,0.005797101449275362,0.012183309667541355
Nabil Bentaleb,1970.9999999999998,0.008625063419583969,0.011869809030532207
Rodrigo Bentancur,1007.9999999999999,0.009920634920634922,0.012192352955147388
Daniel Bentley,387.0,0.0,0.012400348570086149
Lucas Beraldo,1007.9999999999999,0.004960317460317461,0.012192352955147388
Domenico Berardi,1431.0,0.027253668763102725,0.01205067478265287
Yuri Berchiche,1925.9999999999998,0.009345794392523366,0.011884881176542263
Álex Berenguer,1593.0,0.02699309478970496,0.01199641505701667
Bartosz Bereszyński,1764.0000000000002,0.00510204081632653,0.011939140902178461
Jóhann Berg Guðmundsson,1188.0,0.03282828282828283,0.012132064371107167
Sander Berge,3006.0,0.010645375914836993,0.011523149672300939
Etrit Berisha,1260.0,0.0,0.01210794893749108
Medon Berisha,206.99999999999997,0.02415458937198068,0.01246063715412637
Mergim Berisha,144.0,0.013888888888888888,0.012481738158540447
Mergim Berisha,125.99999999999999,0.015873015873015876,0.012487767016944469
Bernardo,2925.0,0.004786324786324786,0.01155027953511904
Victor Bernth Kristiansen,2304.0,0.011284722222222222,0.0117582751500578
Matúš Bero,1665.0,0.007807807807807808,0.011972299623400583
Luke Berry,324.0,0.015432098765432098,0.012421449574500226
Dimitry Bertaud,360.0,0.0,0.012409391857692183
Jan-Niklas Beste,2601.0,0.03421760861207228,0.011658798986391435
Beto,954.0,0.014675052410901468,0.012210439530359454
Beto,72.0,0.08333333333333333,0.012505853592156536
Sam Beukema,2547.0,0.0035335689045936395,0.011676885561603501
Jordan Beyer,1233.0,0.0032441200324412004,0.012116992225097113
Pep Biel,288.0,0.013888888888888888,0.01243350729130827
Jaka Bijol,2088.0,0.0014367816091954023,0.011830621450906065
El Bilal Touré,396.00000000000006,0.022727272727272724,0.012397334140884139
Philip Billing,1395.0,0.01935483870967742,0.012062732499460913
Cristiano Biraghi,2358.0,0.022476675148430873,0.011740188574845734
Davide Biraschi,90.0,0.011111111111111112,0.012499824733752513
Samuele Birindelli,2015.9999999999998,0.012896825396825398,0.011854736884522153
Tom Bischof,180.0,0.03888888888888889,0.012469680441732403
Yves Bissouma,2070.0,0.005314009661835749,0.011836650309310087
Leonardo Bittencourt,1575.0,0.018412698412698412,0.012002443915420694
Marco Bizot,2880.0,0.0010416666666666667,0.011565351681129094
Antonio Blanco,2430.0,0.008641975308641974,0.011716073141229645
Rubén Blanco,117.0,0.0,0.01249078144614648
Hendry Blank,45.0,0.0,0.01251489687976257
Ludovic Blas,1565.9999999999998,0.01596424010217114,0.012005458344622704
Janis Blaswich,1890.0,0.0005291005291005291,0.011896938893350308
Alexis Blin,1638.0,0.005494505494505495,0.011981342911006616
Daley Blind,2970.0,0.006734006734006734,0.011535207389108983
Myron Boadu,81.0,0.012345679012345678,0.012502839162954525
Benicio Boaitey,36.0,0.027777777777777776,0.01251791130896458
Jérôme Boateng,234.0,0.004273504273504274,0.012451593866520337
Oscar Bobb,306.0,0.03594771241830065,0.01242747843290425
Sacha Boey,108.0,0.0,0.012493795875348492
Jeremie Boga,1998.0,0.02252252252252252,0.011860765742926174
Jayden Bogle,2790.0,0.004659498207885305,0.011595495973149204
Emil Bohinen,54.0,0.037037037037037035,0.012511882450560558
Emil Bohinen,531.0,0.009416195856873822,0.012352117702853972
Adama Bojang,81.0,0.012345679012345678,0.012502839162954525
Daniel Boloca,2025.0,0.007407407407407408,0.011851722455320141
Willy Boly,1440.0,0.008333333333333333,0.012047660353450859
Giacomo Bonaventura,2277.0,0.022837066315327184,0.011767318437663833
Federico Bonazzoli,1017.0000000000001,0.011799410029498523,0.012189338525945377
Warren Bondo,1475.9999999999998,0.006097560975609757,0.012035602636642814
Giovanni Bonfanti,90.0,0.0,0.012499824733752513
Victor Boniface,1548.0,0.028423772609819122,0.012011487203026727
Kevin Bonifazi,90.0,0.0,0.012499824733752513
Kevin Bonifazi,306.0,0.0032679738562091504,0.01242747843290425
Leonardo Bonucci,458.99999999999994,0.006535947712418302,0.012376233136470061
Neto Borges,2520.0,0.010317460317460317,0.011685928849209534
Yvandro Borges Sanches,18.0,0.0,0.012523940167368602
Sebastiaan Bornauw,1431.0,0.0020964360587002098,0.01205067478265287
Rafael Borré,990.0,0.01717171717171717,0.01219838181355141
Gennaro Borrelli,27.0,0.0,0.01252092573816659
Adri Bosch,27.0,0.0,0.01252092573816659
Erik Botheim,315.0,0.0,0.012424464003702238
Sven Botman,1377.0,0.006535947712418301,0.012068761357864936
Saïmon Bouabré,45.0,0.0,0.01251489687976257
Ayyoub Bouaddi,135.0,0.007407407407407408,0.012484752587742459
Badredine Bouanani,162.0,0.037037037037037035,0.012475709300136426
Badredine Bouanani,441.00000000000006,0.022675736961451243,0.012382261994874083
Mohamed Bouchenna,27.0,0.037037037037037035,0.01252092573816659
Hicham Boudaoui,1610.9999999999998,0.014276846679081318,0.01199038619861265
Yassine Bounou,90.0,0.0,0.012499824733752513
Mehdi Bourabia,198.00000000000003,0.00505050505050505,0.012463651583328381
Benjamin Bourigeaud,2421.0,0.03469640644361834,0.011719087570431656
Bilal Boutobba,927.0000000000001,0.015102481121898596,0.012219482817965487
Hugo Boutsingkham,9.0,0.0,0.012526954596570612
Edoardo Bove,1782.0,0.010101010101010102,0.01193311204377444
Jarrod Bowen,3015.0,0.017578772802653398,0.011520135243098929
Lucas Boyé,2538.0,0.013790386130811664,0.011679899990805513
Domagoj Bradarić,2745.0,0.014207650273224045,0.011610568119159259
Conor Bradley,756.0,0.02513227513227513,0.012276756972803697
Bilal Brahimi,9.0,0.1111111111111111,0.012526954596570612
Bilal Brahimi,225.0,0.02666666666666667,0.012454608295722348
Julian Brandt,2223.0,0.044084570400359874,0.011785405012875899
Jarrad Branthwaite,3114.0,0.00224791265253693,0.011486976521876807
Darko Brašanac,45.0,0.022222222222222223,0.01251489687976257
Lilian Brassier,2673.0,0.003367003367003367,0.011634683552775348
Brau,27.0,0.0,0.01252092573816659
Claudio Bravo,630.0,0.0015873015873015873,0.012318958981631852
Fabian Bredlow,360.0,0.0,0.012409391857692183
Tim Breithaupt,630.0,0.004761904761904762,0.012318958981631852
Josip Brekalo,648.0,0.010802469135802469,0.01231293012322783
Gleison Bremer,3231.0,0.0030950170225936243,0.011447788942250663
Brenner,189.0,0.010582010582010581,0.012466666012530393
Ben Brereton,1107.0,0.013550135501355014,0.012159194233925266
Ben Brereton,270.0,0.007407407407407408,0.012439536149712292
Marco Brescianini,2322.0,0.012058570198105082,0.011752246291653778
Maximilian Breunig,9.0,0.0,0.012526954596570612
Rhian Brewster,342.0,0.005847953216374269,0.012415420716096205
Bennit Bröger,9.0,0.0,0.012526954596570612
Armando Broja,450.0,0.008888888888888889,0.012379247565672073
Armando Broja,90.0,0.022222222222222223,0.012499824733752513
Dylan Bronn,54.0,0.0,0.012511882450560558
Andre Brooks,936.0,0.003205128205128205,0.012216468388763477
David Brooks,279.0,0.035842293906810034,0.012436521720510282
John Brooks,1539.0000000000002,0.0032488628979857044,0.012014501632228737
Moritz Broschinski,1251.0,0.01598721023181455,0.01211096336669309
Jacob Brown,1017.0000000000001,0.00983284169124877,0.012189338525945377
Josh Brownhill,2250.0,0.017777777777777778,0.011776361725269866
Alexander Brunst,270.0,0.0,0.012439536149712292
Jacob Bruun Larsen,1251.0,0.02478017585931255,0.01211096336669309
Tajon Buchanan,162.0,0.018518518518518517,0.012475709300136426
Ante Budimir,2439.0,0.012710127101271012,0.011713058712027635
Hugo Bueno,737.9999999999999,0.008130081300813009,0.01228278583120772
Manu Bueno,117.0,0.017094017094017096,0.01249078144614648
Santiago Bueno,819.0,0.002442002442002442,0.01225565596838962
Marius Bülter,1350.0,0.01925925925925926,0.01207780464547097
Facundo Buonanotte,1368.0,0.01608187134502924,0.012071775787066946
Alessandro Buongiorno,2529.0,0.00276789244760775,0.011682914420007524
Jonathan Burkardt,1539.0000000000002,0.016244314489928524,0.012014501632228737
Oliver Burke,36.0,0.0,0.01251791130896458
Reece Burke,1655.9999999999998,0.01026570048309179,0.011975314052602593
Dan Burn,2727.0,0.005133846718005134,0.011616596977563282
Rareș-Cătălin Burnete,9.0,0.2222222222222222,0.012526954596570612
Mason Burstow,9.0,0.0,0.012526954596570612
Marnon Busch,594.0,0.008417508417508417,0.012331016698439896
Maxime Busi,162.0,0.018518518518518517,0.012475709300136426
Pablo Busto,45.0,0.022222222222222223,0.01251489687976257
Aurélio Buta,1745.9999999999998,0.006300114547537229,0.011945169760582484
Marcin Bułka,3060.0,0.0,0.011505063097088873
Rémy Cabella,1475.9999999999998,0.02439024390243903,0.012035602636642814
Jovane Cabral,675.0,0.016296296296296295,0.012303886835621796
Liberato Cacace,1908.0,0.011530398322851153,0.011890910034946285
Anthony Caci,2484.0,0.012077294685990338,0.011697986566017579
Moisés Caicedo,2862.0,0.009433962264150943,0.011571380539533115
Tom Cairney,1485.0,0.020875420875420877,0.012032588207440804
Jens Cajuste,1017.0000000000001,0.01671583087512291,0.012189338525945377
Davide Calabria,2187.0,0.007315957933241884,0.011797462729683943
Riccardo Calafiori,2349.0,0.010217113665389528,0.011743203004047745
Mattia Caldara,36.0,0.0,0.01251791130896458
Luca Caldirola,2142.0,0.0032679738562091504,0.011812534875693998
Duje Ćaleta-Car,1989.0000000000002,0.0035193564605329308,0.011863780172128186
Hakan Çalhanoğlu,2556.0,0.026604068857589983,0.011673871132401491
José Callejón,801.0,0.02122347066167291,0.012261684826793642
Dominic Calvert-Lewin,2169.0,0.012909174734900875,0.011803491588087965
Lamine Camara,2259.0,0.02036299247454626,0.011773347296067854
Mahdi Camara,2015.9999999999998,0.020833333333333336,0.011854736884522153
Mohamed Camara,1035.0,0.01642512077294686,0.012183309667541355
Francesco Camarda,18.0,0.0,0.012523940167368602
Eduardo Camavinga,1818.0,0.0121012101210121,0.011921054326966395
Nicolò Cambiaghi,2556.0,0.012910798122065728,0.011673871132401491
Andrea Cambiaso,2376.0,0.0180976430976431,0.011734159716441712
Axel Camblan,90.0,0.011111111111111112,0.012499824733752513
Sergio Camello,1665.0,0.014414414414414415,0.011972299623400583
José Campaña,171.0,0.0,0.012472694870934414
Emre Can,1953.0,0.01228878648233487,0.01187583788893623
Matteo Cancellieri,1790.9999999999998,0.013400335008375211,0.011930097614572428
João Cancelo,2502.0,0.016386890487609912,0.011691957707613557
Fali Candé,1845.0,0.003794037940379404,0.011912011039360362
